3.690586858109999868e-01,-1.091269341279999944e-01,-6.220174974319999661e-01,-5.311889166240000293e-01
2.262340840379999940e-01,-5.755905194429999927e-01,-7.138214416879999913e-01,-6.459122186000000321e-01
8.682384846469999584e-02,-2.408814246900000122e-01,-7.761844840780000032e-01,-7.122111156179999902e-01
-3.880230444930000272e-02,-8.558289192720000549e-02,-8.373477997189999744e-01,-8.318142405239999926e-01
-2.137366660770000093e-01,-2.369200078830000056e+00,-9.063486540089999988e-01,-8.592664160590000044e-01
-3.744799023550000050e-01,-2.164208196720000199e+00,-9.640444894640000095e-01,-8.432457961710000394e-01
-5.113272911580000191e-01,1.600858758240000013e+00,-1.008411188730000019e+00,-8.863000961650000509e-01
-6.457033004950000210e-01,1.881015233190000135e-01,-1.033451419069999933e+00,-1.004818812379999926e+00
-7.099559873630000295e-01,3.433233765450000030e-01,-1.086151431020000002e+00,-1.184557830039999926e+00
-7.197976523850000419e-01,1.293817517239999937e+00,-1.176210606469999975e+00,-1.195278385169999957e+00
-7.462753195860000188e-01,1.084925441590000039e+00,-1.217382575970000103e+00,-8.828328047269999868e-01
-7.712944571280000439e-01,1.894569405489999969e+00,-1.012287903330000072e+00,8.475365258269999813e-02
-7.846168997889999552e-01,3.583754551080000073e-01,-4.073342898690000130e-02,1.478554032279999930e+00
-7.947808107199999528e-01,-3.614481457120000130e-01,1.530749656530000058e+00,1.324932242440000074e+00
-8.021652512069999963e-01,-2.693032670789999861e-01,2.314593501660000108e+00,4.819632761729999992e-01
-8.365814245660000426e-01,-4.359574267260000191e-01,2.163126701599999979e+00,8.814734528290000259e-01
-8.733945259590000232e-01,-2.948037763270000000e-01,1.679805023059999902e+00,7.280908019180000190e-01
-8.782507871670000021e-01,-4.411541681380000135e-01,8.770932927310000071e-01,3.464929056939999863e-02
-5.185317141209999647e-01,-2.931328076659999726e-01,2.580701858080000077e-01,4.453167748490000077e-01
5.685092441150000342e-01,-3.361077099070000074e-01,2.077341929390000008e-01,7.584976760510000471e-01
1.795592627340000025e+00,-2.948851442509999865e-01,3.042647384609999950e-01,2.096363197409999990e-01
2.326243672029999932e+00,-1.846987537289999926e-01,2.952622413389999756e-01,8.119474972970000537e-02
2.305871215179999822e+00,-2.359744087950000069e-01,2.056259321970000109e-01,1.875919895229999912e-01
1.910552032320000038e+00,-1.802324177949999884e-01,3.204195187879999712e-02,1.984644757300000131e-02
1.227258655380000008e+00,-2.027105408750000115e-01,-1.270577005309999896e-01,-1.443902938480000064e-01
7.486767032309999959e-01,2.218949718150000153e-02,-2.689725762699999856e-01,-2.692220886580000139e-01
5.363279198870000153e-01,1.667684667309999869e-01,-4.038118603740000201e-01,-3.219642309049999818e-01
4.344523609520000162e-01,-4.057166585520000091e-01,-5.183385743159999448e-01,-4.224810146870000005e-01
2.985598459789999826e-01,-4.034282501429999890e-01,-6.117753060189999870e-01,-5.392047799510000239e-01
1.094163511699999952e-01,9.515956812980000401e-02,-6.877379946749999640e-01,-6.272456830520000137e-01
-6.169580144229999674e-02,-1.536291526859999923e+00,-7.714083525070000169e-01,-7.086160677699999688e-01
-2.671257612840000073e-01,-3.119556136009999925e+00,-8.480099667980000033e-01,-7.758507899509999861e-01
-4.214904157209999891e-01,1.078857593840000018e+00,-9.159905605089999625e-01,-8.086533444579999674e-01
-5.467893720530000445e-01,1.218717076289999923e+00,-9.699566455370000062e-01,-8.693925934880000206e-01
-6.657084933869999999e-01,-2.905316559310000026e-03,-1.027782309220000023e+00,-1.065256295860000035e+00
-7.354277275670000336e-01,1.666034671990000104e+00,-1.131888655530000065e+00,-1.201101172029999997e+00
-8.095118655440000088e-01,1.252008310859999973e+00,-1.223625397399999981e+00,-9.513648984010000254e-01
-9.072974083970000159e-01,2.197958324780000083e+00,-1.098544190059999925e+00,-2.258946713140000048e-02
-9.501877804639999869e-01,1.194727460119999973e+00,-2.847554427919999909e-01,1.382035358100000000e+00
