2.519547630119999937e+00,-6.214567284219999488e-01,3.019557265389999912e-01,9.368638264350000189e-02
2.153427080100000168e+00,-6.389322419220000437e-01,1.737769728659999957e-01,3.034840803769999797e-03
1.695173354870000093e+00,-5.191426898140000246e-01,7.987213454790000056e-02,-3.121502023280000038e-01
1.112581887519999979e+00,-5.223145344730000250e-01,-1.134091188039999948e-01,-2.206633738190000027e-01
5.366233886469999881e-01,-4.424317979160000136e-01,-1.740855476569999893e-01,-5.415256912029999814e-01
1.677208153080000097e-01,-3.750494178439999771e-01,-3.004258851730000068e-01,-6.058666415469999844e-01
7.843207060170000189e-02,-1.778431432600000028e-01,-3.833371701809999976e-01,-7.817557355130000385e-01
4.288323859490000139e-03,-2.216110726899999939e-01,-4.821227859509999991e-01,-8.851323300310000031e-01
-1.704171869459999988e-01,-4.415714773559999973e-01,-6.004806114170000431e-01,-9.315765896969999682e-01
-3.649026416180000121e-01,-2.469147444120000090e-01,-6.834761861260000293e-01,-1.140797993859999915e+00
-4.949304947220000139e-01,-1.786216158270000021e+00,-7.983240551039999522e-01,-1.127827697030000076e+00
-5.677848174540000015e-01,-2.083087046340000192e+00,-8.780052198119999707e-01,-1.277999544130000054e+00
-6.402476027160000083e-01,1.697153220199999923e+00,-9.601455311600000098e-01,-1.338468825439999899e+00
-6.737254420360000440e-01,8.327186295959999596e-01,-1.027025530590000013e+00,-1.387647329520000028e+00
-6.949179597229999672e-01,4.122011360050000239e-01,-1.084731783230000079e+00,-1.604293184449999909e+00
-7.369815879329999486e-01,1.425945078550000078e+00,-1.143165402389999974e+00,-1.546840505340000060e+00
-7.585370128080000107e-01,7.519769070239999964e-01,-1.181528861539999919e+00,-7.285977257079999658e-01
-7.694092132249999993e-01,1.687773169910000037e+00,-1.091301513819999958e+00,7.762786367270000376e-01
-7.827105153440000462e-01,1.771003677279999966e+00,3.589982908779999846e-03,6.933548301530000346e-01
-7.956719482880000305e-01,1.995052710129999962e+00,1.652321657959999968e+00,5.199190214550000189e-01
-8.159927418429999690e-01,1.446549234459999944e+00,1.888146438489999968e+00,1.872358641639999988e+00
-8.071090602489999766e-01,4.834101930410000109e-02,2.154814342059999888e+00,1.520885146399999943e+00
-7.901835400229999529e-01,-3.042806009680000257e-01,2.103789846739999803e+00,1.181716245660000109e+00
-7.475565479239999478e-01,-5.909935003139999976e-01,1.377929748129999910e+00,8.129301813929999954e-01
-3.313121084099999725e-01,-5.737001875510000515e-01,1.012209881069999984e+00,2.471339339530000123e-01
9.086358504549999493e-01,-6.667101155429999704e-01,5.172192016750000176e-01,8.384908170029999885e-01
2.109804211460000190e+00,-6.845871640549999748e-01,4.167096186770000155e-01,2.448099491669999961e-01
