2.979644312228906244e-01,2.891159805410407069e-01,2.962833925485821029e-01,3.071455868888797180e-01,3.090544165434788160e-01,3.259945121322541661e-01,3.243201181749449380e-01,3.093067384344182491e-01,2.929437018681333438e-01,3.160960890154795311e-01,2.811298670216313411e-01,3.051166171634261959e-01,2.682155269094550487e-01,2.798701249921260459e-01,3.188765501075862541e-01,3.015507290082247160e-01,3.116908138933772721e-01,3.072259521293150830e-01,3.316980753222416589e-01,2.934174225536034242e-01,3.077757784796424922e-01,2.790870695331818530e-01,3.195873743477430362e-01,3.155614832802430825e-01,3.082195177003084208e-01,3.268410717881282679e-01,3.046138434464806810e-01,3.014112700571364156e-01,3.068984938293111142e-01,2.762646553877265432e-01,3.019366335506770693e-01,3.022240294081726675e-01,2.949620069473106732e-01,3.120490892437147168e-01,3.086357207300444161e-01,3.167618535172763705e-01,3.151583096905172243e-01,3.013269663810094201e-01,3.066430201252069443e-01,2.870215487437049462e-01,2.764917482773838753e-01,2.856374191116518579e-01,2.913855851912459105e-01,2.995689884379937329e-01,2.923778747812545431e-01,3.105128158046742137e-01,3.076791088675630559e-01,2.770351201293408394e-01,2.936069425587143900e-01,2.967542630435874851e-01
3.548484107854424918e-01,3.470467480732450927e-01,nan,3.844868403852277350e-01,3.451869377696286101e-01,nan,3.688949338060915628e-01,3.549857706758594578e-01,3.786657339420880231e-01,3.677334889537953178e-01,3.445060706809632278e-01,3.291628531756421450e-01,3.266600825862403523e-01,3.592398019741283588e-01,3.415117275053065060e-01,3.732791973120211382e-01,nan,3.332462591869291280e-01,3.709240664559651512e-01,2.951380784639433541e-01,3.439557346369702118e-01,3.943392402321667656e-01,3.510528402103432755e-01,nan,3.472216324915255448e-01,4.184525029060918166e-01,3.098588299991000827e-01,4.020321503664344154e-01,3.425684066928470495e-01,3.286973772714605335e-01,3.346294494166033862e-01,3.245687861205920899e-01,3.326243266050951664e-01,nan,7.431253861814209882e-01,3.263032429758810360e-01,3.549225765203068983e-01,nan,3.844203065409168008e-01,3.533414406788045192e-01,3.337417175954972559e-01,3.673472015870204999e-01,3.262471001576220386e-01,3.560054181113684879e-01,3.732791973120211382e-01,3.841548551641115194e-01,3.639205757532544827e-01,3.554511886524533426e-01,3.496006260990801584e-01,3.727943446350334700e-01
2.690178480109123860e-01,2.853592559010328378e-01,2.461710540926763391e-01,2.476685123825295154e-01,2.543846798413413879e-01,2.364183918336952850e-01,2.815290420726909160e-01,2.456479066569186853e-01,2.296238630008747283e-01,2.758730571838449164e-01,nan,2.335965352913344784e-01,2.772199131967698071e-01,2.793348656593909740e-01,2.508495232008336462e-01,2.818006886131337319e-01,2.718003981034122218e-01,2.670337916006060297e-01,2.497274905673431689e-01,2.447339353728570366e-01,2.538141626960871422e-01,2.518593892367413933e-01,2.565939106736261910e-01,3.248784704308025351e-01,2.556747378882904820e-01,3.015834517812879256e-01,2.483632781848399695e-01,2.555351380005755346e-01,2.309513747946503048e-01,2.454123885385295079e-01,2.291028437703880594e-01,2.651100482953629434e-01,2.639030742123853468e-01,2.605797121305450381e-01,2.319302233974540606e-01,2.523570299483447466e-01,3.118334060292846099e-01,2.450641705518262770e-01,2.729464917127761847e-01,2.409803996088731859e-01,2.439229657287933228e-01,2.766417168761998724e-01,2.345036079330613255e-01,2.777203053193321725e-01,2.695691393621464926e-01,2.627026319198014770e-01,2.425626734159177511e-01,2.491689661511030107e-01,2.279201199768164099e-01,2.590277924476348928e+18
3.954534612136531568e-01,4.016121561721867628e-01,4.095558831533389621e-01,4.090375201328465549e-01,4.113224691984976866e-01,3.915351827241682070e-01,4.095558831533389621e-01,4.133360040910522004e-01,3.920783812773325216e-01,4.236618320599412346e-01,4.105556346765578124e-01,3.978909685142199004e-01,3.912548410351852635e-01,3.905489184327360364e-01,4.251527563485488770e-01,4.250258444803362567e-01,3.911157127812988077e-01,4.136146605707556878e-01,4.236447098419542923e-01,4.035741066817614686e-01,4.251527563485488770e-01,4.095558831533389621e-01,4.029525252639377664e-01,3.967807430481972153e-01,4.189240229396966608e-01,3.990727943276080603e-01,3.962385725703924111e-01,4.065377235504787912e-01,4.099059888376392902e-01,4.146761397688127349e-01,4.081469269970592895e-01,4.024563784017163304e-01,4.164115008710936872e-01,3.963054900432844696e-01,3.843784144402387914e-01,4.095558831533389621e-01,4.145611840462810616e-01,3.972186215071012994e-01,4.068087496871469755e-01,3.915536097187076181e-01,4.052009361516638597e-01,4.062054702517485238e-01,3.961866136792506210e-01,4.095558831533389621e-01,4.167935619907821021e-01,3.991700923993871108e-01,4.042385623120033356e-01,4.019179168552292625e-01,4.120663102091406405e-01,3.948741702501123441e-01
6.573476369776787287e-01,7.142925496415251096e-01,6.853105510407981882e-01,6.620410233216958984e-01,7.448621944729744149e-01,6.659056114017873895e-01,7.271508838363244243e-01,7.047851111451567396e-01,6.932991172218101461e-01,6.651763164551883767e-01,7.242142708769087056e-01,6.667633452257439863e-01,6.979625304873176006e-01,7.212049322825913045e-01,6.985846038834311322e-01,6.856658533843933423e-01,6.694803528614164945e-01,7.167785575570250201e-01,6.633865639661206126e-01,6.807950034581318199e-01,6.870596709696407123e-01,6.981042619691855133e-01,6.939862207625164814e-01,6.801759408915506455e-01,7.194379680227724894e-01,7.196624696581888081e-01,6.543283966175635902e-01,7.036979902289632882e-01,6.618997621118606345e-01,7.568370919338385239e-01,7.175167453177522248e-01,7.365668303031910336e-01,7.020247034519842000e-01,6.963114792253941587e-01,6.865306416733960582e-01,7.065487663408654972e-01,6.718306104862841188e-01,6.817457587324642354e-01,6.651401691182661224e-01,7.039498805776415180e-01,7.136690531827132311e-01,6.847814867886781176e-01,7.204674336110671318e-01,7.096482938222007375e-01,7.003658535374985838e-01,7.232526645221922790e-01,6.970785217707766712e-01,6.875840521081856282e-01,7.260666419305307206e-01,6.858299256682066636e-01
5.166144411008495307e-01,5.129786069345004806e-01,5.266453031000380980e-01,5.037118344313403773e-01,4.834621948418475479e-01,4.840913958024010144e-01,4.586851716201886253e-01,5.018739492273563974e-01,5.650359799581422537e-01,4.712488275413866390e-01,5.002659433929069754e-01,5.866229180260046361e-01,5.257807369415292698e-01,4.688190227886550598e-01,nan,5.221880424664725462e-01,4.988171422134033972e-01,5.977880360500880119e-01,nan,4.731039236417503568e-01,5.442910649428034375e-01,5.410242720871277777e-01,4.960988424923139517e-01,5.029821964661433942e-01,5.461432130297911858e-01,5.782148646235018008e-01,5.108150604765863134e-01,5.018227048766076281e-01,4.291293224235167569e-01,5.356856137902420434e-01,4.824765858913252492e-01,4.529716451440986003e-01,5.453886544501315159e-01,5.817640496925906568e-01,4.651921352264495879e-01,5.080259438470887678e-01,5.455629738576146526e-01,5.191128194159057019e-01,4.430547150029225945e-01,5.210184832079876038e-01,4.867504027024063262e-01,4.817326214476885249e-01,4.483814534648211114e-01,5.199009591215757453e-01,4.878915487233645987e-01,4.617804514368863411e-01,5.407825775655199507e-01,5.902621659825523226e-01,5.583379310971857690e-01,5.021610212940335050e-01
2.334873794324425211e-01,2.317534671983061123e-01,2.073715168843880963e-01,2.145629031352042360e-01,1.923632518730056806e-01,2.537190203989485027e-01,2.142892311026174113e-01,2.045188022924755156e-01,2.348383304987052278e-01,1.862558753917498700e-01,2.523669493326800572e-01,1.931544300870605135e-01,2.611927610072880546e-01,2.183236439347791824e-01,2.303125379707589571e-01,2.181861822479239932e-01,1.971954168692676146e-01,1.954545143440326316e-01,2.133019299203049446e-01,2.137770483626935947e-01,2.170872233911244065e-01,2.335927060841284930e-01,1.948091131666760123e-01,2.170390697643218847e-01,1.897912813060873283e-01,2.023699485502806761e-01,2.141052470605852298e-01,2.382984928926311363e-01,2.323120537939232788e-01,2.070090043844147742e-01,1.885094405418491492e-01,2.172126729478455476e-01,2.130526354947430701e-01,2.137508357132557324e-01,2.213282676278747196e-01,2.214148180842319402e-01,2.384176283572846389e-01,2.273512815780568685e-01,1.945153365761701503e-01,2.155003763961370611e-01,2.145786594537460179e-01,2.054505420333379295e-01,1.769265213703274719e+00,2.027535614897647276e-01,2.348877717157938916e-01,2.225998948614600348e-01,1.942593688312201916e-01,1.978494402328794810e-01,2.149384119934275861e-01,2.197415711959924134e-01
2.089726970472370604e-01,2.422980132313263535e-01,2.147800443827408146e-01,2.275554646245575574e-01,2.256474861572322910e-01,2.248497412574290699e-01,2.455653399184166141e-01,2.393816784295429712e-01,2.422980132313263535e-01,2.264244707485580377e-01,2.362018010897326825e-01,2.428689303070182548e-01,2.328794920764139798e-01,2.189941899672023795e-01,2.059603273014177505e-01,2.456125744565816615e-01,2.238696253798674873e-01,2.422980132313263535e-01,2.294988602921517185e-01,2.180792045899065945e-01,2.270835445586216195e-01,2.303114500737191428e-01,2.462992458371040250e-01,2.031504581538290111e-01,2.209183917556678256e-01,2.209335690111288442e-01,2.310729056833377149e-01,2.342136512257878000e-01,2.198755679965540000e-01,2.300646235952339136e-01,2.321784170614193954e-01,2.161927122190631378e-01,2.412104167818213685e-01,2.453395101965783198e-01,2.235891136275817981e-01,2.327723894319637110e-01,nan,2.352935493202164829e-01,2.245899553399435256e-01,2.211132164526977972e-01,2.217375603473845103e-01,2.095418133007996564e-01,2.258907031870101001e-01,2.418358386855433972e-01,2.295122325889012993e-01,2.422695603737899384e-01,2.464905643269016122e-01,2.425401974044802123e-01,nan,2.297141341333267250e-01
3.206478978646580269e-01,2.848183243072021087e-01,3.072597237745901544e-01,2.851420990304977532e-01,3.033967946760317558e-01,2.974552287389243821e-01,3.551073338625338471e-01,3.302764735562800369e-01,3.257890265412379804e-01,3.323248378809101622e-01,3.227112308562302134e-01,3.420982247768756812e-01,2.838955394825619649e-01,3.310150333832971303e-01,3.062858325994267661e-01,2.981100693408896829e-01,3.139233982200228534e-01,2.967134663942514461e-01,3.294257982395487061e-01,3.023444509157858229e-01,nan,3.096709153252669156e-01,2.985925142528563225e-01,3.533468278825815378e-01,2.865331879408145599e-01,3.535118883340407914e-01,3.151175035204971109e-01,2.960316308179856137e-01,3.080417593302380852e-01,2.826241691076961660e-01,3.242579757926704609e-01,2.917211976491662639e-01,3.064866293859905833e-01,3.229540859607194503e-01,3.503966321871310186e-01,3.315491204545942816e-01,3.134059989841551652e-01,2.980190665017288798e-01,2.838214875038687079e-01,2.928571840838464779e-01,2.906490270153335720e-01,3.111058259022440597e-01,3.092030362628401252e-01,2.920434144830692524e-01,3.179482770758557120e-01,2.873124401117634341e-01,3.096444325363746919e-01,2.895626215716701757e-01,2.880000252800330451e-01,2.938331491194343670e-01
2.928361925265768329e-01,3.975517889715400877e-01,2.783933674828684146e-01,4.098132347349534021e-01,2.651556370875900459e-01,2.829414479394471993e-01,2.903838119123845485e-01,2.659072362745443230e-01,2.889310753275521337e-01,3.040216559119196527e-01,2.884424416607488939e-01,nan,2.748554211144335069e-01,2.788503029719773818e-01,3.165771123492332473e-01,3.584293199851270595e-01,2.963855582050604620e-01,2.419074766674187138e-01,2.734304053414033930e-01,2.563178545738152292e-01,2.848077665075857134e-01,3.315514529461746074e-01,2.692770063070021314e-01,2.937059404757260128e-01,3.746916140182098842e-01,2.714620997083753151e-01,3.390656216604508444e-01,2.816155417144614592e-01,2.573604601710435258e-01,3.204148427316071968e-01,4.010424172638707430e-01,3.391984572278525234e-01,2.978475055238846148e-01,3.143935840627167244e-01,3.678205643789948520e-01,2.843212940305596681e-01,4.223518760698021790e-01,2.742498806085610918e-01,2.911168118311432407e-01,4.030823382552978784e-01,3.447746226778108380e-01,2.874638842218215640e-01,2.999886571778805355e-01,2.803681866170497639e-01,3.708016216090784245e-01,4.110063641054365058e-01,2.406974470062234195e-01,2.869176637281394826e-01,2.287478341590245545e-01,3.668937236716987571e-01
