3.405808506432463356e-01,3.809623576226173758e-01,3.894346181133796492e-01
3.792327067643380123e-01,4.371633722669958644e-01,4.175754395742041769e-01
5.023416408551166779e-01,5.557146526571993261e-01,5.590474580715738551e-01
5.383603768769703590e-01,5.667082489510462118e-01,5.652843572388355220e-01
1.021712922409394597e+00,1.032523454797105611e+00,9.910302155245162004e-01
5.657926559076627004e-01,5.821138246337882460e-01,5.791624744083533338e-01
3.797500139659329421e-01,4.340791075849690372e-01,3.988476335679210227e-01
3.603012120283279884e-01,4.128813111613321984e-01,4.160061627874974133e-01
3.384231883678319175e-01,3.714397986100194116e-01,3.748181622551506886e-01
5.317634684535202938e-01,5.133282407859262042e-01,5.403211132571507092e-01
6.655701943811365151e-01,6.798491575046555768e-01,6.730075846762043623e-01
4.500858984330832202e-01,4.463445129277329171e-01,4.871438690361349355e-01
4.209775360659165910e-01,4.434382898672895590e-01,4.236575502444370200e-01
3.861931352143400664e-01,3.824582508472660902e-01,3.882611634287373992e-01
6.541484125074167322e-01,5.125330620962539330e-01,5.826992023479250493e-01
7.511558520017599383e-01,7.385634178568271091e-01,7.325418776995541448e-01
3.723005529623796273e-01,3.419725502426983477e-01,3.809877326820480525e-01
5.050712509964361274e-01,5.110690956799462947e-01,5.383553734990141892e-01
5.392438606854746963e-01,5.314657615707493177e-01,5.441295990565544471e-01
4.647549927582190210e-01,5.058207770880921439e-01,5.195695624727001416e-01
7.292389432691587237e-01,7.184541403925112091e-01,6.594787846122603936e-01
3.978488483862058778e-01,4.521304398735662144e-01,3.269814686902973722e-01
2.882483551282926104e-01,3.346859969746737162e-01,3.424074537523833506e-01
4.732138161323963255e-01,4.635045654177951113e-01,4.754918860943586623e-01
3.290287059956559790e-01,3.735150467959051923e-01,4.000885825766847814e-01
4.063835003531875989e-01,4.216187583542000406e-01,4.157458434946331161e-01
6.452220924976448391e-01,6.117060795047328803e-01,6.324119041299720578e-01
5.715431482114072814e-01,5.031869245761197984e-01,5.095808815862254981e-01
6.676566647511060770e-01,6.223876871277922440e-01,6.028806744602684953e-01
4.671145143113165088e-01,4.885761048194067757e-01,5.044270208577454895e-01
