3.445631537715084236e-01,3.772512867622698218e-01,3.804819637116513276e-01
4.550032856296499784e-01,5.013473850981104984e-01,4.416373485015472888e-01
3.962323337815658597e-01,4.274283410026288865e-01,5.830520448088389873e-01
4.236698099790932592e-01,4.713537787067635931e-01,5.553045737453851105e-01
8.905661015143302439e-01,1.061501503950167180e+00,1.066901192686660949e+00
4.948291096002127021e-01,5.413973656766080111e-01,5.734174517101867652e-01
2.486096479508117518e-01,3.046087137801737899e-01,3.940084314173827873e-01
2.982478910431820562e-01,3.464760269909633594e-01,4.195535203056238172e-01
3.576108479171291044e-01,3.820019530398909291e-01,4.108692159416792999e-01
4.168661211141010958e-01,4.152716025604078487e-01,5.423706023634687901e-01
6.184937606291017742e-01,6.130788676366962786e-01,6.552275692182727429e-01
4.407643432630288793e-01,4.251165327656178938e-01,4.745529421800040448e-01
4.412389608305257171e-01,4.203025916116600036e-01,4.056410797770525489e-01
4.143630269071422179e-01,4.276806559429725541e-01,3.565356659911236847e-01
6.676735314249084841e-01,5.578304499832364982e-01,6.138318994323196387e-01
7.189512362452822325e-01,7.045893760589344579e-01,7.466609444445204691e-01
2.972405103778603119e-01,2.812376455416518151e-01,3.664402605332266472e-01
4.443975022196982594e-01,4.601840695352441557e-01,5.469988632464298783e-01
4.318792698226539550e-01,4.129699559917031082e-01,5.036906049547570374e-01
4.668311311855541379e-01,3.645684799950422716e-01,5.039677512712402718e-01
7.884086418328638546e-01,8.297742000930238282e-01,6.304924364190234165e-01
4.198284178602786354e-01,5.037959475681094146e-01,3.335967750641101737e-01
3.499672379740580985e-01,4.093364725825801576e-01,3.427159227787675566e-01
5.460059363300732160e-01,4.188439266576342024e-01,4.619455762122126607e-01
5.018457913918407121e-01,4.086066827763027431e-01,3.861959359853590623e-01
4.399913864393379392e-01,4.707522625112181003e-01,4.341420806955471057e-01
4.615438847606676553e-01,3.998418687857588361e-01,5.752318132330038747e-01
6.418850560144280237e-01,6.028692271342752651e-01,4.931251200592102202e-01
6.096170291425138110e-01,6.533358934656128270e-01,5.769706138975959631e-01
4.655521729452188895e-01,4.773031961855948579e-01,4.721551596500327408e-01
