1.692249319807624663e-01,2.025552447071941320e-01,2.799334736491545517e-01
2.256878564296800616e-01,2.946637413221241397e-01,3.304398852399516029e-01
3.373494869721251344e-01,4.189167708684503610e-01,3.606430800994750996e-01
4.477545801528166058e-01,4.585051276798833286e-01,4.920003641977739872e-01
1.558369964871286761e+00,1.791735511805783387e+00,1.463601627429657714e+00
5.432836151158900728e-01,5.575832945952065023e-01,5.782513999452313369e-01
2.030429942252972575e-01,2.710693971341203157e-01,3.017187615117427057e-01
1.611703505379812051e-01,1.922498600600342222e-01,2.327169242394407089e-01
1.865742692687537285e-01,2.023317438296090565e-01,2.961332157018500832e-01
4.447313620259926159e-01,4.151309801030030333e-01,5.685543286905421212e-01
7.250026595596706924e-01,7.617657490515288288e-01,7.372175265217992823e-01
3.539167954066708699e-01,2.807114313227018765e-01,3.976279558167386541e-01
2.707446488988335398e-01,3.438518428080949985e-01,3.954421669343818335e-01
2.379918459201787462e-01,2.578609769073903490e-01,3.484262022193171382e-01
6.234753463448147182e-01,4.001925480779003896e-01,5.233876251521194511e-01
8.719573409372820549e-01,9.472095883459009658e-01,9.304751172770560075e-01
2.658168505279502325e-01,1.680150861332768975e-01,2.601819283192633447e-01
3.998514043347633495e-01,3.351335618062337707e-01,4.278940187228123526e-01
3.808747147879167905e-01,3.448123688772125051e-01,3.985586439126418412e-01
3.810221765757853540e-01,3.187562122131112341e-01,4.732054663854926568e-01
1.007827560310326609e+00,1.133917674431837552e+00,9.609733303177885322e-01
2.347586117828418806e-01,4.008645251073780780e-01,1.532179741224134750e-01
1.492046380648708315e-01,1.935185636849279245e-01,2.612700472015340170e-01
3.010717090308289157e-01,2.984707437898548865e-01,3.910024421796258198e-01
1.993928346449314881e-01,2.240364014772449341e-01,2.934207798909339582e-01
2.843746823201497298e-01,3.061585851624054055e-01,3.553539710019745224e-01
5.146948683827299309e-01,4.275188568258841970e-01,4.545285033961282695e-01
5.632498408513408883e-01,4.824530020535221508e-01,5.071897052705631737e-01
1.044336521758350012e+00,9.260262543867702201e-01,8.902652563487049031e-01
3.479095488458044394e-01,3.779486300882206051e-01,4.429164214799936050e-01
