1.850616559459117572e-01,2.125617323801710923e-01,2.277036604936696629e-01
2.265732065015186869e-01,2.876348425405885201e-01,2.752774889453226681e-01
3.708455421506523519e-01,4.218891481732511273e-01,4.116500498014323828e-01
4.451874017124823335e-01,4.677773776282936891e-01,4.842852218514274720e-01
1.518882612572025170e+00,1.621255544045748787e+00,1.487733665015195106e+00
5.308029339802893265e-01,5.623764270701213652e-01,5.421782688925627092e-01
1.931219620210780641e-01,2.529629537709917053e-01,2.317668386116969736e-01
1.819990931395044920e-01,2.172105011074991210e-01,2.195385285193749980e-01
1.911654676837268307e-01,2.178457966390577871e-01,2.311392615759808311e-01
4.178520411601813755e-01,4.109331233250044790e-01,4.345021955267522329e-01
7.192475530528125161e-01,7.195407985571636855e-01,6.989854422082684149e-01
3.486040815849427710e-01,3.088248720769460887e-01,3.655820608191590049e-01
2.853149742782224441e-01,3.197631182911903625e-01,2.924540278139142746e-01
2.588560740682835926e-01,2.544586506537825366e-01,2.445474725101201008e-01
6.003089300026068775e-01,3.756756095737719958e-01,4.604981163103278319e-01
8.406682870182980993e-01,8.577098062134776990e-01,8.151385175929917182e-01
2.449008824353021141e-01,1.812066897172349145e-01,2.452644535542715387e-01
3.629221163086293056e-01,3.737108960495355015e-01,4.184322306573005634e-01
3.915485475596008347e-01,3.683819649371342098e-01,3.928650699610372610e-01
3.776250210848506872e-01,3.449374262806607638e-01,3.880755767286037106e-01
1.014938023111783716e+00,1.002975866552902051e+00,8.514445745232720464e-01
2.565909996475356225e-01,3.015793870930118525e-01,1.698872440555224128e-01
1.623693280558174690e-01,2.198014018187473551e-01,2.126452015113233784e-01
3.018097379864057017e-01,3.081508050312505298e-01,3.386256626763776145e-01
2.092298301775793734e-01,2.422367145436412905e-01,2.708516061134650932e-01
2.811568325929310608e-01,3.109607054605784127e-01,3.138030329320494194e-01
5.344826494648480253e-01,4.737853167778912633e-01,5.177103643053969639e-01
5.474933966663205753e-01,4.674224312080856869e-01,4.872174542946161035e-01
1.005258163922301717e+00,8.722699929734146762e-01,8.157541540616410902e-01
3.433791764953375569e-01,3.668552850017584022e-01,3.748986342404370120e-01
